data,crc
"{'event_time': '2023-10-17T10:12:06.028Z', 'weight': 0.0}",2504434738
"{'event_time': '2023-10-17T10:12:07.009Z', 'weight': 0.0}",320452658
"{'event_time': '2023-10-17T10:12:08.016Z', 'weight': 0.0}",1138871858
"{'event_time': '2023-10-17T10:12:09.024Z', 'weight': 0.0}",59731933
"{'event_time': '2023-10-17T10:12:10.032Z', 'weight': 0.0}",3789263709
"{'event_time': '2023-10-17T10:12:11.009Z', 'weight': 0.0}",2146873199
"{'event_time': '2023-10-17T10:12:12.017Z', 'weight': 0.0}",4161387394
"{'event_time': '2023-10-17T10:12:13.024Z', 'weight': 0.0}",1871026741
"{'event_time': '2023-10-17T10:12:14.032Z', 'weight': 0.0}",3783733966
"{'event_time': '2023-10-17T10:12:15.016Z', 'weight': 0.0}",1498588020
"{'event_time': '2023-10-17T10:12:16.024Z', 'weight': 0.0}",4104835442
"{'event_time': '2023-10-17T10:12:17.032Z', 'weight': 0.0}",2539785203
"{'event_time': '2023-10-17T10:12:18.010Z', 'weight': 0.0}",1595449350
"{'event_time': '2023-10-17T10:12:19.019Z', 'weight': 0.0}",438884111
"{'event_time': '2023-10-17T10:12:20.027Z', 'weight': 0.0}",3794308233
"{'event_time': '2023-10-17T10:12:21.009Z', 'weight': 0.0}",669517383
"{'event_time': '2023-10-17T10:12:22.017Z', 'weight': 0.0}",2685866666
"{'event_time': '2023-10-17T10:12:23.025Z', 'weight': 0.0}",3766072133
"{'event_time': '2023-10-17T10:12:24.010Z', 'weight': 0.0}",132377499
"{'event_time': '2023-10-17T10:12:25.019Z', 'weight': 0.0}",1121164434
"{'event_time': '2023-10-17T10:12:26.028Z', 'weight': 0.0}",1283287101
"{'event_time': '2023-10-17T10:12:27.036Z', 'weight': 0.0}",638889785
"{'event_time': '2023-10-17T10:12:28.013Z', 'weight': 0.0}",2756743047
"{'event_time': '2023-10-17T10:12:29.020Z', 'weight': 0.0}",870100528
"{'event_time': '2023-10-17T10:12:30.029Z', 'weight': 0.0}",4151377720
"{'event_time': '2023-10-17T10:12:31.036Z', 'weight': 0.0}",1258010724
"{'event_time': '2023-10-17T10:12:32.020Z', 'weight': 0.0}",3299193100
"{'event_time': '2023-10-17T10:12:33.028Z', 'weight': 0.0}",1450657373
"{'event_time': '2023-10-17T10:12:34.036Z', 'weight': 0.0}",3520394019
"{'event_time': '2023-10-17T10:12:35.018Z', 'weight': 0.0}",336886253
"{'event_time': '2023-10-17T10:12:36.025Z', 'weight': 0.0}",4201880869
"{'event_time': '2023-10-17T10:12:37.034Z', 'weight': 0.0}",3548761327
"{'event_time': '2023-10-17T10:12:38.042Z', 'weight': 0.0}",3642604263
"{'event_time': '2023-10-17T10:12:39.020Z', 'weight': 0.0}",3002714903
"{'event_time': '2023-10-17T10:12:40.029Z', 'weight': 0.0}",3328755791
"{'event_time': '2023-10-17T10:12:41.036Z', 'weight': 0.0}",2078510867
"{'event_time': '2023-10-17T10:12:42.023Z', 'weight': 0.0}",1458241746
"{'event_time': '2023-10-17T10:12:43.033Z', 'weight': 0.0}",2835337536
"{'event_time': '2023-10-17T10:12:44.041Z', 'weight': 0.0}",1270278540
"{'event_time': '2023-10-17T10:12:45.018Z', 'weight': 0.0}",621563546
"{'event_time': '2023-10-17T10:12:46.026Z', 'weight': 0.0}",1748839675
"{'event_time': '2023-10-17T10:12:47.016Z', 'weight': 0.0}",1558678501
"{'event_time': '2023-10-17T10:12:48.025Z', 'weight': 0.0}",639146766
"{'event_time': '2023-10-17T10:12:49.033Z', 'weight': 0.0}",1171276175
"{'event_time': '2023-10-17T10:12:50.041Z', 'weight': 0.0}",3402575160
"{'event_time': '2023-10-17T10:12:51.022Z', 'weight': 0.0}",1992940688
"{'event_time': '2023-10-17T10:12:52.032Z', 'weight': 0.0}",1699471083
"{'event_time': '2023-10-17T10:12:53.041Z', 'weight': 0.0}",3156874245
"{'event_time': '2023-10-17T10:12:54.014Z', 'weight': 0.0}",3751006478
"{'event_time': '2023-10-17T10:12:55.024Z', 'weight': 0.0}",3947460112
"{'event_time': '2023-10-17T10:12:56.032Z', 'weight': 0.0}",1696038776
"{'event_time': '2023-10-17T10:12:57.017Z', 'weight': 0.0}",169897626
"{'event_time': '2023-10-17T10:12:58.025Z', 'weight': 0.0}",2805857833
"{'event_time': '2023-10-17T10:12:59.033Z', 'weight': 0.0}",3304400040
"{'event_time': '2023-10-17T10:13:00.019Z', 'weight': 0.0}",3889872205
"{'event_time': '2023-10-17T10:13:01.027Z', 'weight': 0.0}",1199377605
"{'event_time': '2023-10-17T10:13:02.037Z', 'weight': 0.0}",1426001598
"{'event_time': '2023-10-17T10:13:03.046Z', 'weight': 0.0}",4180329121
"{'event_time': '2023-10-17T10:13:04.022Z', 'weight': 0.0}",3805858360
"{'event_time': '2023-10-17T10:13:05.032Z', 'weight': 0.0}",483138474
"{'event_time': '2023-10-17T10:13:06.029Z', 'weight': 0.0}",2780398333
"{'event_time': '2023-10-17T10:13:07.037Z', 'weight': 0.0}",3486533113
"{'event_time': '2023-10-17T10:13:08.045Z', 'weight': 0.0}",740310547
"{'event_time': '2023-10-17T10:13:09.029Z', 'weight': 0.0}",3552139637
"{'event_time': '2023-10-17T10:13:10.021Z', 'weight': 0.0}",3237447717
"{'event_time': '2023-10-17T10:13:11.029Z', 'weight': 0.0}",1378189172
"{'event_time': '2023-10-17T10:13:12.037Z', 'weight': 0.0}",3587861401
"{'event_time': '2023-10-17T10:13:13.045Z', 'weight': 0.0}",3680051503
"{'event_time': '2023-10-17T10:13:14.021Z', 'weight': 0.0}",3232442806
"{'event_time': '2023-10-17T10:13:15.029Z', 'weight': 0.0}",1383718631
"{'event_time': '2023-10-17T10:13:16.037Z', 'weight': 0.0}",3582380554
"{'event_time': '2023-10-17T10:13:17.045Z', 'weight': 0.0}",3674570940
"{'event_time': '2023-10-17T10:13:18.052Z', 'weight': 0.0}",2187127609
"{'event_time': '2023-10-17T10:13:19.021Z', 'weight': 0.0}",1530733015
"{'event_time': '2023-10-17T10:13:20.030Z', 'weight': 0.0}",711760403
"{'event_time': '2023-10-17T10:13:21.038Z', 'weight': 0.0}",3099487554
"{'event_time': '2023-10-17T10:13:22.046Z', 'weight': 0.0}",3143820410
"{'event_time': '2023-10-17T10:13:23.030Z', 'weight': 0.0}",1552524078
"{'event_time': '2023-10-17T10:13:24.038Z', 'weight': 0.0}",596715013
"{'event_time': '2023-10-17T10:13:25.046Z', 'weight': 0.0}",3453713620
"{'event_time': '2023-10-17T10:13:26.023Z', 'weight': 0.0}",26695046
"{'event_time': '2023-10-17T10:13:27.030Z', 'weight': 0.0}",1557463741
"{'event_time': '2023-10-17T10:13:28.038Z', 'weight': 0.0}",594855088
"{'event_time': '2023-10-17T10:13:29.045Z', 'weight': 0.0}",1852315848
"{'event_time': '2023-10-17T10:13:30.053Z', 'weight': 0.0}",2352800840
"{'event_time': '2023-10-17T10:13:31.024Z', 'weight': 0.0}",3157599044
"{'event_time': '2023-10-17T10:13:32.031Z', 'weight': 0.0}",2436738181
"{'event_time': '2023-10-17T10:13:33.039Z', 'weight': 0.0}",66018260
"{'event_time': '2023-10-17T10:13:34.046Z', 'weight': 0.0}",3616404263
"{'event_time': '2023-10-17T10:13:35.024Z', 'weight': 0.0}",3161031383
"{'event_time': '2023-10-17T10:13:36.031Z', 'weight': 0.0}",2439056662
"{'event_time': '2023-10-17T10:13:37.038Z', 'weight': 0.0}",3562109471
"{'event_time': '2023-10-17T10:13:38.046Z', 'weight': 0.0}",3613921682
"{'event_time': '2023-10-17T10:13:39.026Z', 'weight': 0.0}",3359139475
"{'event_time': '2023-10-17T10:13:40.034Z', 'weight': 0.0}",1933165985
"{'event_time': '2023-10-17T10:13:41.041Z', 'weight': 0.0}",931398748
"{'event_time': '2023-10-17T10:13:42.049Z', 'weight': 0.0}",1220550884
"{'event_time': '2023-10-17T10:13:43.056Z', 'weight': 0.0}",4115359672
"{'event_time': '2023-10-17T10:13:44.014Z', 'weight': 0.0}",3114996414
"{'event_time': '2023-10-17T10:13:45.028Z', 'weight': 0.0}",1840817607
"{'event_time': '2023-10-17T10:13:46.035Z', 'weight': 0.0}",1225865091
"{'event_time': '2023-10-17T10:13:47.043Z', 'weight': 0.0}",2935648471
"{'event_time': '2023-10-17T10:13:48.051Z', 'weight': 0.0}",3374946024
"{'event_time': '2023-10-17T10:13:49.033Z', 'weight': 0.0}",2731403032
"{'event_time': '2023-10-17T10:13:50.040Z', 'weight': 0.0}",4197452791
"{'event_time': '2023-10-17T10:13:51.048Z', 'weight': 0.0}",1759706278
"{'event_time': '2023-10-17T10:13:52.056Z', 'weight': 0.0}",4011714635
"{'event_time': '2023-10-17T10:13:53.034Z', 'weight': 0.0}",2230950331
"{'event_time': '2023-10-17T10:13:54.042Z', 'weight': 0.0}",2396564629
"{'event_time': '2023-10-17T10:13:55.050Z', 'weight': 0.0}",75004918
"{'event_time': '2023-10-17T10:13:56.026Z', 'weight': 0.0}",235269963
"{'event_time': '2023-10-17T10:13:57.034Z', 'weight': 0.0}",2225420328
"{'event_time': '2023-10-17T10:13:58.042Z', 'weight': 0.0}",2386382368
"{'event_time': '2023-10-17T10:13:59.050Z', 'weight': 0.0}",77437251
"{'event_time': '2023-10-17T10:14:00.029Z', 'weight': 0.0}",2427489185
"{'event_time': '2023-10-17T10:14:01.037Z', 'weight': 0.0}",4208544933
"{'event_time': '2023-10-17T10:14:02.045Z', 'weight': 0.0}",432854522
"{'event_time': '2023-10-17T10:14:03.053Z', 'weight': 0.0}",2047086459
"{'event_time': '2023-10-17T10:14:04.037Z', 'weight': 0.0}",1643513826
"{'event_time': '2023-10-17T10:14:05.045Z', 'weight': 0.0}",1869958484
"{'event_time': '2023-10-17T10:14:06.052Z', 'weight': 0.0}",919192676
"{'event_time': '2023-10-17T10:14:07.030Z', 'weight': 0.0}",1563276692
"{'event_time': '2023-10-17T10:14:08.038Z', 'weight': 0.0}",579629977
"{'event_time': '2023-10-17T10:14:09.045Z', 'weight': 0.0}",1871753185
"{'event_time': '2023-10-17T10:14:10.030Z', 'weight': 0.0}",2863745053
"{'event_time': '2023-10-17T10:14:11.039Z', 'weight': 0.0}",4018224916
"{'event_time': '2023-10-17T10:14:12.046Z', 'weight': 0.0}",1002387060
"{'event_time': '2023-10-17T10:14:13.055Z', 'weight': 0.0}",1727881551
"{'event_time': '2023-10-17T10:14:14.033Z', 'weight': 0.0}",163278631
"{'event_time': '2023-10-17T10:14:15.042Z', 'weight': 0.0}",2758714168
"{'event_time': '2023-10-17T10:14:16.051Z', 'weight': 0.0}",347744234
"{'event_time': '2023-10-17T10:14:17.060Z', 'weight': 0.0}",4152492204
"{'event_time': '2023-10-17T10:14:18.019Z', 'weight': 0.0}",3196444778
"{'event_time': '2023-10-17T10:14:19.034Z', 'weight': 0.0}",3625184269
"{'event_time': '2023-10-17T10:14:20.042Z', 'weight': 0.0}",1734295895
"{'event_time': '2023-10-17T10:14:21.050Z', 'weight': 0.0}",3992950324
"{'event_time': '2023-10-17T10:14:22.058Z', 'weight': 0.0}",2461774476
"{'event_time': '2023-10-17T10:14:23.042Z', 'weight': 0.0}",297433194
"{'event_time': '2023-10-17T10:14:24.049Z', 'weight': 0.0}",3455351784
"{'event_time': '2023-10-17T10:14:25.057Z', 'weight': 0.0}",2812132588
"{'event_time': '2023-10-17T10:14:26.034Z', 'weight': 0.0}",4128087725
"{'event_time': '2023-10-17T10:14:27.042Z', 'weight': 0.0}",300341753
"{'event_time': '2023-10-17T10:14:28.049Z', 'weight': 0.0}",3440482653
"{'event_time': '2023-10-17T10:14:29.057Z', 'weight': 0.0}",2809683545
"{'event_time': '2023-10-17T10:14:30.036Z', 'weight': 0.0}",3998650113
"{'event_time': '2023-10-17T10:14:31.045Z', 'weight': 0.0}",926369263
"{'event_time': '2023-10-17T10:14:32.053Z', 'weight': 0.0}",3110685831
"{'event_time': '2023-10-17T10:14:33.061Z', 'weight': 0.0}",4178046312
"{'event_time': '2023-10-17T10:14:34.044Z', 'weight': 0.0}",2080018160
"{'event_time': '2023-10-17T10:14:35.052Z', 'weight': 0.0}",405951601
"{'event_time': '2023-10-17T10:14:36.059Z', 'weight': 0.0}",3290494560
"{'event_time': '2023-10-17T10:14:37.067Z', 'weight': 0.0}",1686587368
"{'event_time': '2023-10-17T10:14:38.048Z', 'weight': 0.0}",2614524962
"{'event_time': '2023-10-17T10:14:39.056Z', 'weight': 0.0}",4055874342
"{'event_time': '2023-10-17T10:14:40.065Z', 'weight': 0.0}",1469247168
"{'event_time': '2023-10-17T10:14:41.040Z', 'weight': 0.0}",950402850
"{'event_time': '2023-10-17T10:14:42.048Z', 'weight': 0.0}",1205984154
"{'event_time': '2023-10-17T10:14:43.056Z', 'weight': 0.0}",763894942
"{'event_time': '2023-10-17T10:14:44.038Z', 'weight': 0.0}",1265569651
"{'event_time': '2023-10-17T10:14:45.047Z', 'weight': 0.0}",1925699066
"{'event_time': '2023-10-17T10:14:46.056Z', 'weight': 0.0}",3064420313
"{'event_time': '2023-10-17T10:14:47.065Z', 'weight': 0.0}",556496494
"{'event_time': '2023-10-17T10:14:48.051Z', 'weight': 0.0}",300608974
"{'event_time': '2023-10-17T10:14:49.059Z', 'weight': 0.0}",2201492127
"{'event_time': '2023-10-17T10:14:50.039Z', 'weight': 0.0}",502549407
"{'event_time': '2023-10-17T10:14:51.047Z', 'weight': 0.0}",4089319758
"{'event_time': '2023-10-17T10:14:52.054Z', 'weight': 0.0}",1131058588
"{'event_time': '2023-10-17T10:14:53.062Z', 'weight': 0.0}",3932961169
"{'event_time': '2023-10-17T10:14:54.038Z', 'weight': 0.0}",3393874516
"{'event_time': '2023-10-17T10:14:55.045Z', 'weight': 0.0}",2270606892
"{'event_time': '2023-10-17T10:14:56.053Z', 'weight': 0.0}",151568196
"{'event_time': '2023-10-17T10:14:57.060Z', 'weight': 0.0}",2659491571
"{'event_time': '2023-10-17T10:14:58.048Z', 'weight': 0.0}",736833138
"{'event_time': '2023-10-17T10:14:59.055Z', 'weight': 0.0}",3805573087
"{'event_time': '2023-10-17T10:15:00.064Z', 'weight': 0.0}",241915472
"{'event_time': '2023-10-17T10:15:01.046Z', 'weight': 0.0}",727895289
"{'event_time': '2023-10-17T10:15:02.054Z', 'weight': 0.0}",1280624755
"{'event_time': '2023-10-17T10:15:03.062Z', 'weight': 0.0}",3847382142
"{'event_time': '2023-10-17T10:15:04.070Z', 'weight': 0.0}",2184757607
"{'event_time': '2023-10-17T10:15:05.049Z', 'weight': 0.0}",1755446180
"{'event_time': '2023-10-17T10:15:06.057Z', 'weight': 0.0}",4015976265
"{'event_time': '2023-10-17T10:15:07.045Z', 'weight': 0.0}",1711159338
"{'event_time': '2023-10-17T10:15:08.053Z', 'weight': 0.0}",3947222007
"{'event_time': '2023-10-17T10:15:09.041Z', 'weight': 0.0}",1642398868
"{'event_time': '2023-10-17T10:15:10.051Z', 'weight': 0.0}",510522119
"{'event_time': '2023-10-17T10:15:11.059Z', 'weight': 0.0}",2361328726
"{'event_time': '2023-10-17T10:15:12.043Z', 'weight': 0.0}",3794279769
